Numero agrement,SIRET,Raison Sociale,Adresse,Code Postal,Commune,AVL,AOD,AGE,AFE,DMG,CLA,CRE,COQ,CCC,DVV,DGS,DVB,DVG,EOE,ENT,EMG,GCO,GCH,GSA,GAF,OPR,PEC,BOY,GRE,LPL,PVI,VHA,OLI,PBV,VSM
50.218.120,32483921600029,PIRAUD ANDRE PIERRE RENE,VILLAGE AUX ROUX,50290,LONGUEVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.122,42881291100017,TRAVERT ALAIN YVES GILBERT,57 RUE DE L'EGLISE,50400,YQUELON,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.124,42506898800012,COSTENTIN LAURENT ARSENE,10 RUE DES PRES SALES,50290,BREHAL,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.126,39525085500016,HEDOUIN OLIVIER,57 RUE BELLE RIVES,50380,SAINT PAIR SUR MER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.132,39509697700024,CHAUVIN THIERRY MAURICE,LA BOITARDIERE,50380,SAINT PAIR SUR MER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.134,43010196400020,DELACOUR PATRICK,207 RUE DE LA GOELETTE,50400,YQUELON,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.135,39126854700018,EARL LA ROCHE HAMON,40 CHE DU PRESSOIR,50400,GRANVILLE,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
50.218.137,42875782700020,GEROUARD THIERRY,779 RUE DE LA FOLIOTTE,50380,SAINT PAIR SUR MER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.142,39484551500045,LE BRUN BERTRAND CHRISTIAN GILLES,3 CHEMIN DE SABLE,50290,BRICQUEVILLE SUR MER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.147,40007792100031,DELACOUR PASCAL,8 LA BICHETERIE,50290,BREVILLE SUR MER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.151,48090381400014,HEDOUIN LOIC SEBASTIEN YVON,8 RUE DU PONTOIS,50290,BRICQUEVILLE SUR MER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.154,50135131600010,GILBERT EMMANUEL GUY,22 LA RABOTERIE,50320,SAINT JEAN DES CHAMPS,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.155,50900719100018,ORANGE CYRILLE CHRISTIAN JEAN,LE CLOS PIGEON LE BOURG,50660,HERENGUERVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.156,49414962800021,GUY VINCENT,LA FOULONNIERE,50320,SAINT JEAN DES CHAMPS,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.158,42880013000018,CLERAUX JACQUES CENERIC,VILLAGE TROTTIN,50290,BREHAL,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.159,48993899300024,LEMAIGRE DIT DEMESNIL LYSANDRE - STATION DE PILOTAGE DE GRANVILLE,613 RUE DE LA PARFONTERIE,50400,GRANVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.160,43381305200019,CHAYLA RAPHAEL MARCEAU,23 AV DE LA LIBERATION,50400,GRANVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.161,45205725000014,LALLEMAND JEAN-MARIE MARC RENE,42 RUE DE LA CHENAIE,50350,DONVILLE LES BAINS,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.162,50277118100018,PIRAUD ET FILS,VILLAGE AU ROUX,50290,LONGUEVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.163,43406875500017,LENOEL PIERRE CLAUDE PATRICK,12 RTE DE LA MER,50290,MUNEVILLE SUR MER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.165,44531851200032,YONNET EMMANUEL CLAUDE MAURICE,302 RUE MARIN MARIE,50400,GRANVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.170,44521880300028,HEUZE JEAN-PHILIPPE,62 RUE DES DRAKKARS,50400,GRANVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.171,45227738700026,GIROULT VINCENT JEAN-PIERRE,12 CHE DES GREVES,50300,MARCEY LES GREVES,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.172,42512845100019,HALNAUT YVON ALBERT ROBERT,RUE DU PORT,50400,GRANVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.200,21500218900011,COMMUNE DE GRANVILLE - MAIRIE,CRS JONVILLE BP 409,50400,GRANVILLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.218.220,31671372600016,SOCIETE DE GESTION DU NORMANDY,1 RUE JULES MICHELET BP 619,50400,GRANVILLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.218.568,45355766200013,SAUMONERIE GRANVILLAISE,ZI DU MESNIL 210 RUE DU CONILLOT,50400,GRANVILLE,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
50.219.100,41227402900039,LECROSNIER PATRICE,1 RTE DE LA LANDE CHANTELOUP,50200,GRATOT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.219.301,34757508600017,POISSON DENIS PHILIPPE ROGER - LE TOURNE BRIDE,85 RUE D'ARGOUGES,50200,GRATOT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.224.001,53866354300022,FRIGO TRANSPORTS 50,PARC D'ACTIVITES DE GUILBERVILLE,50160,GUILBERVILLE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
50.231.001,40265460200018,SAVEURS DU JARDIN,9 RUE DE LA MER,50590,HAUTEVILLE SUR MER,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
50.231.008,75146737400029,CRUSTA POISSON,17 RUE DE LA MER,50590,HAUTEVILLE SUR MER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.231.110,34153813000012,LA HAUTAISE,LE SUD,50590,HAUTEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.231.111,38874781800010,LEHENAFF BERTRAND,AV DU SUD,50590,HAUTEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.231.115,39107295600033,RUCINSKI ANDRE,19 RUE DE LA MER,50590,HAUTEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.231.116,42307790800022,EARL LA MONCEENNE,LES HARDES,50590,HAUTEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.231.117,42878642000011,BLAIZOT JACQUES GASTON LOUIS - LA ROCHE MAILLARD,SOUVILLE 15 RUE DE LA MER,50590,HAUTEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.234.001,34283680600014,SNC SYLVAIN HARDEL,LE HAMEL VALOIS,50410,LA HAYE BELLEFOND,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.236.010,50819138400025,LENOEL JOHAN BERTRAND EMMANUEL,20 RUE DE LA FONTAINE DU BOIS,50250,LA HAYE DU PUITS,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,
50.256.001,39936646700013,SOCIETE BEURRIERE D'ISIGNY,7 AV SAINT MARTIN,50540,ISIGNY LE BUAT,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,
50.256.003,41973471000017,LA FROMAGERIE DE PAIN D'AVAINE,LE MESNIL THEBAULT LE CARREFOUR DES BIARDS,50540,ISIGNY LE BUAT,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.267.001,94572029000010,LAITERIE FROMAGERIE VAL D'AY,1 RUE DES PLANQUETTES BP 1,50430,LESSAY,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.267.012,52246162300012,LES JAMBONS DE LESSAY - LES JAMBONS DE LESSAY,10 ZONE INDUSTRIELLE FERNAND FINEL,50430,LESSAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
50.267.201,19501458400013,COLLEGE G.DESDEVISES DU DEZERT,19 RUE DES TANGUIERS BP 19,50430,LESSAY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.268.111,42205818000023,EARL LEBLOND,3 COPALESTRE,50310,LESTRE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.268.112,49860709200018,EARL TISON,4 CENTRE OSTREICOLE,50310,LESTRE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.268.113,45054741900017,LE FERON DE LONGCAMP CHRISTIAN,LA DUNE,50310,LESTRE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.268.116,37998285300028,EARL MANCHE MARICULTURE,2 COPALESTRE,50310,LESTRE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.268.117,39491216600011,BLUZAT JEAN-PAUL,1 NORD,50580,DENNEVILLE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.268.122,47759433700016,LEJEUNE SEBASTIEN,ZONE OSTREICOLE,50310,LESTRE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.269.001,38762807600029,LEFORT HERVE,LE POMMIER,50480,LIESVILLE SUR DOUVE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.272.001,50383031700015,SARL MS MAREE - MS MAREE,42 RUE DE CHAUSEY,50660,LINGREVILLE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.272.111,40400134900012,JPM COQUILLAGES,LES VERROUIX,50660,LINGREVILLE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.272.114,40242752000018,GAEC ROGER EVRARD,RUE DU BOIS DES MEULES,50530,GENETS,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.277.110,45174201900016,DARRAS ISABELLE MARIA YVONNE,21 LA GROSSERIE,50320,SAINT JEAN DES CHAMPS,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.287.001,34950140300019,R NOUET ET FILS,LES VIVIERS,50750,LA MANCELLIERE SUR VIRE,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
50.289.201,21500289000022,COMMUNE DE MARCHESIEUX - ECOLE PRIMAIRE PUBLIQUE,3 RUE DE L'EGLISE,50190,MARCHESIEUX,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.292.001,34314420000023,JAMBONS DU BOCAGE,ZA DE LA CHEVALERIE,50570,MARIGNY,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,
50.340.002,39060220900012,YONNET THIERRY,LA FORESTERIE,50490,MONTCUIT,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
50.341.001,79030158400013,EARL DU VINEHAY,6 LE VINEHAY,50310,MONTEBOURG,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
50.341.203,24500069000017,COMM COM DE LA REGION DE MONTEBOURG,16 RUE DU GENERAL LECLERC,50310,MONTEBOURG,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.341.209,33415947206778,ANSAMBLE - ANSAMBLE,RESTAURANT SCOLAIRE RUE DE L ABBAYE,50310,MONTEBOURG,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.349.110,42990219000017,BLAIZOT FRANCOIS MARC,11 RUE DE LA BREDAINE,50590,MONTMARTIN SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.349.111,40715023400034,MAREE DE LA BAIE,ZA LES JONCS 1 RUE DU RONQUET,50590,MONTMARTIN SUR MER,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,
50.359.201,26500103200019,CTRE HOSPITALIER,18 RUE DE LA 30EME DIV AMERICAINE BP 2,50140,MORTAIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.363.001,38401951900014,SA DELICELAIT,LE BOURG,50860,MOYON,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,
50.363.002,45100080600013,SNC FERME DU BOURG GROUX,1 LE BOURG GROUX,50860,MOYON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.363.004,39417366000017,SARL LA FERME DE L'ISLE,LA FERME DE L'ISLE,50860,MOYON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.363.005,32209666000012,GAEC DES ALPINES,LA SALMONIERE,50860,MOYON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.383.200,21500649500018,COMMUNE DE CHERBOURG-OCTEVILLE - MAIRIE,1 PL DE LA REPUBLIQUE BP 823,50100,CHERBOURG,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.383.207,19500062500010,COLLEGE LE FERRONAY,41 CHE DE FERRONAY 50130,50130,CHERBOURG OCTEVILLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.386.110,24500026000068,COMMUNAUTE DE COMMUNES DE LA HAGUE - PORT OMONVILLE,LE PORT,50440,OMONVILLE LA ROGUE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.391.003,39894204500012,SARL CENTRE D'ABATTAGE ST HILAIRIEN,ABATTOIR MUNICIPAL ABATTOIR MUNICIPAL,50600,PARIGNY,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
50.391.004,44396099200016,TRADITION ET BIO ASSOCIES,ABATTOIR ST H DU HARCOUET 43 RUE DE LA VIEILLE RIVIERE,50600,PARIGNY,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,
50.393.006,43350882700030,RUAULT TONY JIMMY,LA JAMETIERE,50410,PERCY,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.393.009,39223198100060,THELOT FRANCK EDOUARD - NORD OUEST MAREE,ZA DE LA GIEZE 12 RUE DE LA GIEZE,50410,PERCY,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
50.394.001,39188435000011,SARL LE BETHELIN,LE BETHELIN,50190,PERIERS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.399.002,38888927100010,MURIS M.E.P.,LD LA FOUQUIERE,50370,LE PETIT CELLAND,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.402.209,24500027800011,COMMUNAUTE DE COMMUNES DES PIEUX,31 RTE DE FLAMANVILLE BP 21,50340,LES PIEUX,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.403.001,34280001800034,BARBELENET JEAN,LA BERGERIE,50770,PIROU,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,
50.403.110,38427456900027,ANNE YVES ROGER PIERRE,6 LA BERGERIE,50770,PIROU,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.403.111,38112721600038,LECOUILLARD YANNICK JULES,CHARRIERE DE LA BERGERIE ZONE CONCHYLICOLE,50770,PIROU,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.403.115,41212205300025,MAREE DES ILES,LA BERGERIE,50770,PIROU,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,
50.403.119,39976912400021,EURL CONCHY MAREE,ZONE CONCHYLICOLE LA BERGERIE,50770,PIROU,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.403.124,43946106200010,EARL PIROU MAREE,14 B CHE DES MATELOTS,50770,PIROU,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.403.127,38424901700011,ROBERT ERIC CLAUDE,1 RUE DE FLANDRES,50770,PIROU,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.403.128,43162433700017,LES VIVIERS PIROUAIS,LA BERGERIE LA BERGERIE,50770,PIROU,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.405.002,78894344700011,FROMAGERIE DE BEAUCOUDRAY - FROMAGERIE DE BEAUCOUDRAY,8 RUE DE BEAUCOUDRAY,50250,LE PLESSIS LASTELLE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.412.111,40941318400022,BERTOT CLAUDE LEON MAURICE,PORT D'ATTACHE,50580,PORTBAIL,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.417.110,35236486300022,EARL ACTIMER,CHASSE DU GROS CHENE,50630,QUETTEHOU,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.417.113,48348695700010,DEZENCLOS MARC DIDIER,12 CHASSE AUX GRELES,50630,QUETTEHOU,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.427.110,38762305100019,HAUTEMANIERE CLAUDE,17 RUE DES ALLEES,50480,RAVENOVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.442.003,52324127100015,EARL DE LA MIELLE,LA MIELLE,50340,LE ROZEL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.444.006,31631822900028,EARL DU BUTEL,ST SYMPHORIEN LES BUTTES LE BUTEL,50160,SAINT AMAND,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
50.453.001,39933261800012,SOCIETE FROMAGERE DE SAINTE CECILE,L'ACHERIE,50800,SAINTE CECILE,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
50.453.003,40565035900012,AIM GROUPE,30 AV ARMAND LIGOT,50800,SAINTE CECILE,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
50.474.001,41793655600014,LES VIANDES FERMIERES,LA GUEROTIERE,50720,SAINT GEORGES DE ROUELLEY,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,
50.475.001,39017532100012,EARL DU CLOS QUENTIN,2 LE BOIS ANDRE,50000,SAINT GEORGES MONTCOCQ,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.481.110,39027231800010,SARL DESFERMES MARINES DUNOROIT,LA POINTE DU BANC,50430,SAINT GERMAIN SUR AY,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.481.111,44392414700012,EARL AUCRETERRE,11 RUE DU CORPS DE GARDE,50430,SAINT GERMAIN SUR AY,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.481.112,42818666200014,OZENNE DANIEL ROGER,57 RUE DU CORPS DE GARDE,50430,SAINT GERMAIN SUR AY,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.481.117,43855986600019,GAEC NAVET,3 CHE DU PUITS A LAYOU,50770,PIROU,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.481.120,40007765700015,ORANGE FRANCOIS RENE,LE BOURG 8 RUE DES MEZIERES,50430,SAINT GERMAIN SUR AY,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
50.484.200,26500105700016,CTRE HOSP DE SAINT HILAIRE DU HARCOUET,PL DE BRETAGNE,50600,SAINT HILAIRE DU HARCOUET,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.484.204,21500484700087,COMMUNE DE SAINT HILAIRE DU HARCOUET - ECOLE PRIMAIRE PUBLIQUE,RUE LECROISEY,50600,SAINT HILAIRE DU HARCOUET,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.485.002,39112060700018,ROBERT ERIC,LE MESNIL,50500,SAINT HILAIRE PETITVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.487.002,26500106500019,HOPITAL,2 RTE DE PONTORSON BP 18,50240,SAINT JAMES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.499.001,39163937400019,SARL LEFORGEAIS,3 RUE PRINCIPALE,50670,SAINT LAURENT DE CUVES,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
50.502.001,50089075100026,STEF LOGISTIQUE NORMANDIE - STEF,PROMENADE DES PORTS,50000,SAINT LO,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,
50.502.003,19500060900055,EPLEFPA DE SAINT LO THERE - HALL AGRO ALIMENTAIRE,383 RUE POPIELUJKO,50000,SAINT LO,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,
50.502.006,31547592100013,ACHAT COMMUN BOUCHERS CHARCUTIERS MANC,LA RAOULERIE BP 252 SAINT LO,50008,ST LO,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
50.502.024,49223610400013,SOCIETE COMMERCIALE DE NORMANDIE,VILLAGE LA RAOULERIE,50000,SAINT LO,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
50.502.031,50419246900014,SARL VPLG - PROMOCASH,1049 RUE DE CARENTAN,50000,SAINT LO,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
50.502.036,13000478100022,GIP RESTAURATION COLLECTIVE,900 RUE DU VIEUX CANDOL,50000,SAINT LO,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.509.110,32665581800044,HAMEL BERTRAND ALEXANDRE,LA GRANDE DUNE,50480,SAINTE MARIE DU MONT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.509.111,40480633300013,HAUTEMANIERE BERNADETTE,VILLAGE DE POUPPEVILLE,50480,SAINTE MARIE DU MONT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.509.112,41178083600010,EARL LES BOUCHOTS D'UTAH,ZONE CONCHYLICOLE,50480,SAINTE MARIE DU MONT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.509.113,41174941900015,SCEA LES PONTONS D'UTAH BEACH,LE GRAND VEY,50480,SAINTE MARIE DU MONT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.509.114,37888708700021,DESPRES JACQUES JEAN-LOUIS,PORT D'ATTACHE,50480,SAINTE MARIE DU MONT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.509.116,41871884700019,EARL HUITRES SPECIALES D'UTAH,LA PETITE DUNE,50480,SAINTE MARIE DU MONT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.509.117,32724666600025,CHRETIEN HUBERT MARCEL,LA MADELEINE,50480,SAINTE MARIE DU MONT,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.509.119,42355610900035,LEROSIER JEROME,2 GASCOIN,50480,FOUCARVILLE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.515.002,39033840800029,EARL MESNILAIT,LA POMMERAIE,50730,SAINT MARTIN DE LANDELLES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.516.201,33825308115014,SODEXO SANTE MEDICO SOCIAL - SODEXHO FRANCE HOTELLERIE ET SANTE,POLYCLINIQUE DU BOCAGE 1 RUE DU QUESNOY,50300,SAINT MARTIN DES CHAMPS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.543.001,42277328300011,GAEC DE LA LANDE J V BAZIRE,5 RTE DE LA FOSSE,50220,SAINT QUENTIN SUR LE HOMME,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,1,
50.550.001,38895714400016,SAINT LO RENE THIERRY ERIC,LD LA CHAMPAGNE,50490,SAINT SAUVEUR LENDELIN,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
50.550.003,38891781700016,LECARDONNEL JEAN,LA CHOUQUERIE,50490,SAINT SAUVEUR LENDELIN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.550.200,19500071600017,COLLEGE TANCREDE DE HAUTEVILLE,RUE MARIE DES VALLEES BP 2,50490,SAINT SAUVEUR LENDELIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.551.001,39214860700014,ANGOT HUBERT,VILLAGE HAUTMESNIL,50390,SAINT SAUVEUR LE VICOMTE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.551.004,41171114600026,LAIT DOUCEUR DE NORMANDIE,24 RTE D'AUREVILLE,50390,SAINT SAUVEUR LE VICOMTE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.551.201,19500072400011,COLLEGE BARBEY D'AUREVILLY,RTE DE BRICQUEBEC,50390,SAINT SAUVEUR LE VICOMTE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.554.001,32460185500012,B.ROLAND,DOMAINE DU VIEUX MOULIN 240 RUE DOMAINE DU VIEUX MOULIN,50300,ST SENIER SOUS AVRANCHES,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
50.562.111,32466600700012,PINTEAUX RENET,55 RUE DE REVILLE BP 5,50550,SAINT VAAST LA HOUGUE,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,
50.562.112,40832830000012,LE REVEREND BRUNO DESIRE RENE,LE CARVALLON,50550,SAINT VAAST LA HOUGUE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.562.114,38192403400014,GAEC DE LA TATIHOU,ZONE ACTIVITE CONCHYLICOLE,50550,SAINT VAAST LA HOUGUE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.562.117,50228627100015,LEJEUNE DENIS PAUL BIENAIME,2 RUE DES PARCS,50550,SAINT VAAST LA HOUGUE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.562.118,40230257400015,LEPOITTEVIN RAYMOND,1 CHE LE CUL DE LOUP,50550,SAINT VAAST LA HOUGUE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.562.120,45286882100011,EARL LES PARCS SAINT-VAAST,1 RUE DES DICS A FLOTS,50550,SAINT VAAST LA HOUGUE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.562.122,34779726800013,EARL PICHOT ERIC ET JACQUES,RTE DE REVILLE,50550,SAINT VAAST LA HOUGUE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.562.124,44375913900027,LANEELE ROMAIN - VALENSCILLIA,2 RTE DE PIERREPONT,50550,SAINT VAAST LA HOUGUE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.562.140,42488486400036,LEMESLE PHILIPPE,5 PL BELLE ISLE,50550,SAINT VAAST LA HOUGUE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.562.143,41074725700021,HUBERT MICKAEL YVES - L ENZO,210 RTE DES MONTS,50760,REVILLE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.562.144,38773781000029,JORE PATRICE ET CHRISTIAN,28 RTE DU BOUT DU FIL,50550,SAINT VAAST LA HOUGUE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.562.147,43212048300016,EARL FREDERIC LAURENT LEGRAND,9 RUE DE MAPOUCHET,33260,LA TESTE DE BUCH,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.562.148,19501861900013,LYCEE MARITIME & AQUACOLE DE CHERBOURG,RUE MATIGNON BP 36,50100,CHERBOURG OCTEVILLE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.562.149,38763721800059,ODYE DOMINIQUE,1 B QUAI TOURVILLE,50550,SAINT VAAST LA HOUGUE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.562.153,45173731600013,LESAGE CHRISTOPHE,12 LA FORGETTE,50760,ANNEVILLE EN SAIRE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.562.154,44907235400037,BAZILE YOANN YVES,CHE DES ALLURES,50630,QUETTEHOU,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.562.155,34738181600029,EARL HELIE & FILS,RUE DES PARCS,50550,SAINT VAAST LA HOUGUE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.562.158,43935438200012,LEMESLE FRANCIS AUGUSTE MICHEL,4 RTE DE PIERRE PONT,50550,SAINT VAAST LA HOUGUE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.562.160,50516775900016,MAILLARD FREDERIC FRANCOIS DIDIER,LE BOURG,50630,TEURTHEVILLE BOCAGE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
